default_code;product_tmpl_id;id;volume;weight
74118014/020;26305;58067;;
M0101724/412;9241;20282;;
7411863/01;26346;58205;;
2255473/8.5;31461;87312;;
66825800/C;18913;41633;;
66825800/D;18913;41636;;
M0021712/ES;41889;91534;;
1203657;43332;94593;;
8761804/895;16953;36871;;
7411862/22;26345;58202;;
M0745260/9362;2979;77780;;
7411862/04;26345;58358;;
8761802/238;16925;36768;;
66825800/G;18913;41634;;
66825800/N;18913;41632;;
8761802/236;16925;36772;;
8761822/JS;16931;36805;;
66825800/PA;18913;41637;;
8761822/0808;16931;36807;;
74118042/A06;26319;58143;;
8761819/AGP;16936;36832;;
66825801;13457;29506;;
87618228/NP;16951;36860;;
7411871/JO5;26351;57766;;
8761802/842;16925;36773;;
6682580/2;19068;42105;;
66825803;13459;29508;;
6682580/3;19068;42104;;
M0021712/AL;41889;91535;;
8761802/077;16925;36778;;
6682580/4;19068;42103;;
66825804/A;18922;73281;;
66825804/C;18922;41668;;
66825804/D;18922;41665;;
M0101725/S09;9242;20311;;
8761804/052;16953;36865;;
M0745216;3015;5605;;
M0745221/300;33385;85762;;
M0745221/3006;33385;73727;;
7376040;43916;96259;;
M0221802/05;18430;39310;;
8761861/268;16966;36722;;
66825804/E;18922;82254;;
8761847/291;16923;36761;;
M0745213/300;2985;5388;;
66825804/F;18922;41667;;
66825805;13460;29509;;
66825804/G;18922;41662;;
66825804/H;18922;41663;;
66825804/I;18922;41666;;
M0221802/12;18430;39312;;
66825804/J;18922;41664;;
87618248;16943;36699;;
66825806;27551;61004;;
8761862/829;16926;36781;;
87618311/245;16928;36786;;
M0021102/16;41890;91538;;
87618311/895;16928;36787;;
8761856/YP;16930;36800;;
66825807;13461;29510;;
8761822/MT;16931;36802;;
66825811/D;13463;29512;;
8761824/AS;16950;36858;;
66825816;13464;29513;;
66825821/C;18955;41021;;
66825822/B;18957;41780;;
66825822/C;18957;41779;;
66825825/F;18970;41036;;
66825826/1;19039;42004;;
9111802/RCW;15168;34533;;
M0221805/05;18432;39334;;
64339128;43917;96260;;
M0745229/9362;2977;5360;;
M0819603/L;31740;70480;;
4026916;12757;27704;;
66825826/2;19039;42005;;
M0101884/CT;41906;91558;;
M02918102/NA;21546;47328;;
4026004;27282;60387;;
66825827/B;18941;41747;;
M02918102/HT;21546;47329;;
M02918014/AB;21499;47229;;
66825827/D;18941;41748;;
M02918015/JB;21527;47287;;
M02918015/VT;21527;47288;;
4026008;34188;75391;;
M02918018/BO;21530;47295;;
M0667477;10963;24507;;
66825828;13465;29514;;
M02918018/RC;21530;47296;;
M02918019/JB;21572;47468;;
M02918100/WT;21574;53345;;
1398715/14;5603;96261;;
66825832;13467;29516;;
1161337/04;43933;96286;;
M0020502;41894;91543;;
1161337/06;43933;96285;;
M0291802/MT;21529;47293;;
M0100528;34100;75212;;
M0021102/20;41890;91537;;
M0101883/SM;41905;91554;;
M02918014/A;21499;47228;;
4426220/MA;30947;94594;;
2255414/6;8396;16725;;
M0100540;38174;83865;;
M0021701/108;34944;91539;;
M0100558;41903;91552;;
M0100559;41904;91553;;
M0101781/135;41910;91568;;
M0101883/CT;41905;91555;;
M0101885/LYM;41907;91560;;
M0101885/SBP;41907;91561;;
M0745133/71;41893;91542;;
66825833;13468;29517;;
M02918200/GO;21565;47431;;
66825835;13470;29519;;
66825837/A;18969;91918;;
M02918128/hp;21510;47259;;
66825837/E;18969;41035;;
M02918128/BO;21510;47260;;
M0101108/19;9207;20114;;
M02918112/MT;21547;47332;;
66825838/15;18929;41699;;
M02918112/JS;21547;47336;;
66825838/17;18929;41698;;
M0291814/MT;21489;47182;;
M02918115/PE;21507;47250;;
M0291817/SB;21533;47301;;
66825840/10;19064;42092;;
M02918115/BO;21507;47251;;
M02918115/NS;21507;47254;;
M02918112/WA;21547;47335;;
66825840/12;19064;42093;;
M0101783/135;41911;91570;;
66825843/001;13471;75809;;
M0101884/IT;41906;91557;;
M0101885/LBG;41907;91562;;
M0101886/FRO;41908;91564;;
66825843/02;13471;75808;;
M02918200/VA;21565;47429;;
66825845/70;13472;63450;;
M0101886/PER;41908;91565;;
66825845/71;13472;29521;;
66825851/JF;18898;73584;;
66825847;13473;29522;;
4727605;2836;4949;;
2255511/06;8423;16870;;
6682585/E;13474;29523;;
2180525;14841;33201;;
M02918207/39;21569;47457;;
21805162;39851;87284;;
M0291832/CB;21491;75585;;
54653024;12401;27294;;
2255607/08;35784;87002;;
66825851/RF;18898;89730;;
M0291824/AB;21545;47325;;
M0101781/146;41910;91569;;
M02918208/07;21534;47304;;
66825855/A;18942;41008;;
66825857;13476;29525;;
21805164;39853;87286;;
2255605/75;34705;76394;;
M02918204/IW;21537;47307;;
6682585/F;13475;29524;;
M0291827/AB;21549;47340;;
2255607/06;35784;79136;;
66825858/NO;18954;41020;;
4727615;2843;4956;;
13859175;39059;85553;;
21805163;39852;87285;;
66825860;28360;62628;;
66825861/2;18967;41033;;
21810079;39850;87283;;
5465376;12479;27372;;
M0291824/MT;21545;47326;;
M0101780/139;41909;91566;;
4727620;32259;71425;;
1707464;8086;16033;;
2255607/07;35784;79137;;
54653968;39873;87314;;
13859250;36603;80750;;
2255605/04;34705;78271;;
2255473/7.5;31461;87313;;
13859237/m;30310;67047;;
4727609;2839;4952;;
66825863;13478;29527;;
66825866;13481;29530;;
M0291872/MT;21502;47238;;
66825867;13482;29531;;
13859313;32188;71333;;
66825868/F;19058;42067;;
M0291872/WA;21502;47241;;
M0291873/62;21544;47322;;
66825868/G;19058;42068;;
4727623;32262;71428;;
66825868/H;19058;42066;;
M0291872/PE;21502;47237;;
M0291872/BO;21502;47240;;
66825868/I;19058;42065;;
M0291846/FC;21550;47346;;
66825869/0;19059;42072;;
4727618;32257;71423;;
66825869/1;19059;42073;;
4727624;32264;71429;;
4727625;32265;71430;;
66825869/2;19059;42071;;
4727619;32258;71424;;
66825869/3;19059;42070;;
4727622;32261;71427;;
M0291837/MT;21490;46446;;
13859253;39876;87317;;
4428943/42;34674;76318;;
M0291846/AB;21550;47344;;
M0291832/MT;21491;47186;;
M00738998;41393;90389;;
4727626;32266;71431;;
M0291870/MT;21552;47356;;
M0043624/15;7059;13946;;
M0101864/05;34109;91571;;
M0102805;41912;91572;;
M0291897/AR;21512;47267;;
4727633;36382;80213;;
M0291896/BB;21497;47225;;
66825869/4;19059;42069;;
4046916;12760;27707;;
M0291873/65;21544;47320;;
66825870/0;19055;42055;;
M0040593;41913;91573;;
M0291888/A;21513;47271;;
66825870/1;19055;42056;;
M0291886/MT;21501;47233;;
1385941/125;24100;53275;;
4727630;36379;80210;;
M0291886/GA;21501;47235;;
66825870/2;19055;42054;;
M0291898/IGS;21494;47196;;
M0291887/LA;21511;47262;;
M0291897/BT;21512;47264;;
M0040595;41915;91575;;
M0291898/UK;21494;47197;;
66825870/3;19055;42053;;
66825872/F;18950;41768;;
13859327/500;34848;76702;;
66825872/I;18950;41769;;
M0291896/KA;21497;47227;;
66825873;13483;29532;;
13859401;28960;64073;;
13859237/L;30310;87336;;
66825874/C;18915;41643;;
pr/5258;41914;91574;;
66825874/E;18915;41642;;
7856925;5278;9119;;
4428943/40;34674;76314;;
4727631;36380;80211;;
13859237/XL;30310;87335;;
13859249;36602;80749;;
13859804;39671;86899;;
1385969;22218;49059;;
13859026;24108;53305;;
4727632;36381;80212;;
M02918995/RT;21570;47460;;
M0811745/11;18510;39829;;
66825874/G;18915;41640;;
M02918995/A;21570;47461;;
66825874/H;18915;41641;;
M02933357;21911;46867;;
M02918995/V;21570;47462;;
M02918997/B;21504;47243;;
66825875;28492;62932;;
M02918997/NS;21504;77465;;
M02918997/P;21504;47242;;
M0811807/09;18542;39991;;
M0291115/10;21776;47971;;
M0811821/04;18552;40017;;
66825877/L;19089;42166;;
M0811821/07;18552;40018;;
M0811827/18;18556;40031;;
M0811837/03;32345;71603;;
66825877/M;19089;42167;;
M02918997/SA;21504;77466;;
66825878/A;18884;64704;;
66825878/C;18884;41457;;
M0811837/09;32345;71606;;
M02933324/20;21679;47749;;
66825878/E;18884;82152;;
66825878/F;18884;82153;;
M0811825/06;18555;40028;;
M0811829/01;18557;40035;;
M0811306/4;18576;40097;;
66825878/G;18884;41459;;
M0812104/40;18594;40122;;
M0811830/RB;18558;40041;;
M0811829/02;18557;40036;;
M0591106/37;18777;40571;;
4428943/50;34674;76320;;
4428943/52;34674;76316;;
M0040598;41918;91578;;
4429056/L;35197;94598;;
M0040596;41916;91576;;
M0040597;41917;91577;;
4429052/M;39295;86040;;
4727634;36383;80214;;
M0040652;41919;91579;;
M0041425;41920;91581;;
M0042709/L;32911;91580;;
M0071401/0.70;5617;10111;;
66825878/H;18884;82154;;
M0371401/12;25317;55718;;
M0071401/1.25;5617;10113;;
1082826;33087;73087;;
66825878/I;18884;82151;;
7001450/CP;13077;28619;;
M0071401/1.50;5617;10114;;
66825878/J;18884;41458;;
M0071401/1.75;5617;10115;;
M0371401/04;25317;55713;;
M0371401/08;25317;55716;;
7139003/36;8734;78985;;
1002829/S;14651;31194;;
66825879;19086;41152;;
M0172852;7929;15786;;
M0371401/09;25317;55724;;
7139003/38;8734;18439;;
1002820;13929;30039;;
66825881/A;18888;41478;;
66825881/B;18888;41484;;
1002826;13931;30041;;
M0071402;5620;10120;;
66825881/C;18888;41481;;
M0292845/L;21845;48250;;
M0371401/11;25317;55725;;
7139003/40;8734;18441;;
66825881/E;18888;41483;;
1082813;26060;57399;;
7001491/020;13079;28633;;
66825881/H;18888;41482;;
66825881/I;18888;41479;;
66825882/0;19033;41990;;
1002821;13930;30040;;
66825882/3;19033;41991;;
M0747812;33402;73744;;
7139003/42;8734;18443;;
4197507;12855;27866;;
4429036/M;10300;22742;;
4429036/XL;10300;22744;;
4727662;43949;96308;;
4429048/L;35197;77634;;
6256701;41921;91582;;
2402802;36975;81484;;
4429036/XXL;10300;22745;;
2402885;27987;61877;;
4362803;25741;57080;;
M0172871;7923;15779;;
4429051/S;39297;86054;;
4429048/XL;35197;77635;;
4429051/XXL;39297;86058;;
4429048/XXL;35197;77636;;
4429051/L;39297;86056;;
7139003/50;8734;18451;;
2182813;14005;30115;;
6432833;23359;51443;;
7139019/42;8734;18444;;
M0020503;41895;91544;;
2182812;14004;30114;;
7139019/38;8734;18440;;
5342810;38377;84245;;
4362801;25739;57078;;
7139019/40;8734;18442;;
7139019/44;8734;18446;;
4727649;43932;96282;;
1161338/06;43935;96287;;
M0252829;25854;57193;;
M0172851;27575;61030;;
4727644;43925;96271;;
4727647;43928;96276;;
4727636;43918;96262;;
4727648;43930;96278;;
4727638;43920;96264;;
4727651;43937;96293;;
M0371401/07;25317;55722;;
M0812821;38025;83581;;
M01711102/22;6352;11964;;
M0512803;16558;35975;;
PR/89074;39437;91590;;
M0292863;30416;67346;;
2401402/05;11464;25277;;
M0252121/06;25580;56765;;
M0253804;25942;57281;;
M0812823;38189;83884;;
M0252837;27763;61473;;
66825883/0;19056;42059;;
M0253882;25971;57310;;
M02933041/20;26562;58860;;
M0073061;28131;62202;;
M0811814/50;29428;65195;;
6431719/GT;30495;77352;;
66825883/1;19056;42060;;
5341716/PI;32311;71551;;
M0811816/14;18548;40008;;
M0811830/DR;18558;40039;;
M0252833;27755;61464;;
M0251401/20;29160;64564;;
2423111;13690;29739;;
M0251708/RB;26215;57573;;
66825883/2;19056;42058;;
M0251702/17;25587;56786;;
66825884/1;19034;41992;;
M0253818;25945;57284;;
66825884/2;19034;41993;;
PR/89075;39437;91591;;
M0292118/20;24216;53444;;
M0092101/40;10630;56354;;
2423109;13689;29738;;
66825885/H;19091;42171;;
66825885/I;19091;42170;;
4429048/M;35197;77633;;
M02536700;26649;58949;;
4429048/S;35197;77632;;
5343601;29200;64639;;
M0253848;25954;57293;;
1949304/L;41928;91594;;
4428941/38;30931;68498;;
1949304/XL;41928;91593;;
1163943/21;3546;6854;;
66825886E;19090;42169;;
1868902/44;31919;87339;;
M0093628;10654;23498;;
66825886F;19090;42168;;
66825887/A;19094;42175;;
66825887/B;19094;42176;;
M02536085;33637;74258;;
64339066;40670;88793;;
66825888/A;18949;41765;;
M0323644;40711;88888;;
1868902/46;31919;70841;;
1163946;3551;6863;;
66825888/C;18949;41767;;
1868902/48;31919;70842;;
M0093615;10655;23499;;
M0101716/424;9607;21026;;
7393906;15655;35072;;
1868902/50;31919;70843;;
M0293959;27847;61602;;
66825888/E;18949;41766;;
M0293971;32694;72280;;
M0073919;36140;79705;;
M0090743;40710;88886;;
1868902/52;31919;70844;;
1868902/54;31919;70845;;
66825889;28380;62655;;
1868902/56;31919;70846;;
4429056/XXL;35197;94595;;
1868902/58;31919;70847;;
6682589;28354;62617;;
1868902/60;31919;70848;;
66825891/G;28815;63842;;
M02536081;25899;57238;;
M0101716/400;9607;21021;;
4429056/S;35197;94596;;
1949304/M;41928;91595;;
M02936046;33476;73893;;
1949304/XXL;41928;91596;;
1949304/XXXL;41928;91592;;
4727637;43919;96263;;
4727650;43937;96292;;
11639101;43929;96277;;
M0093612;10648;23492;;
M0020505;41897;91546;;
1949129/XL;39437;86380;;
1161404/28;2432;2751;;
6431817/HR;32577;91600;;
7393624;15641;35058;;
4727646;43926;96273;;
1161320/10;2433;2687;;
M0745196/71;34614;91597;;
7411952;27668;61340;;
1161404/24;2432;2750;;
1161112/19;2343;2477;;
11638127/G;3201;6044;;
66825892/B;18981;41834;;
5633624;25751;57090;;
6431848/RB;41930;91604;;
4429056/M;35197;94597;;
11638106/8;3196;6025;;
1161325/06;2323;2710;;
M01736991;9522;20691;;
1868907/72;31448;87353;;
6431848/YP;41930;91605;;
1868907/46;31448;87351;;
1868907/66;31448;87350;;
6431817/HS;32577;91602;;
8203213;15364;34775;;
M0645207/300;34826;82173;;
4607402;41929;91598;;
M02918251/MP;40162;87869;;
M0291852/PA;40163;91608;;
M0291629;41931;91609;;
4197514;31195;69193;;
M0291630;41932;91610;;
6431817/FP;32577;91599;;
6431817/HH;32577;91601;;
6431848/HB;41930;91606;;
6431848/HS;41930;91603;;
21810054;36777;81058;;
M02918253/PA;40164;91607;;
11639102;43931;96281;;
M0293311;12706;27717;;
11638205/GR;43938;96297;;
1161433/36;2942;5235;;
1868907/70;31448;87348;;
66825894/F;18938;41735;;
M0043813/V;6976;13694;;
M0043813/R;6976;13695;;
66825894/H;18938;41730;;
66825894/I;18938;41734;;
M03836003;41934;91612;;
66825894/J;18938;41733;;
1093938;32614;72168;;
7393821;27809;61554;;
1163897/07;3487;6704;;
M0323803;4017;8743;;
13859264;39887;87389;;
M0090127;40719;88906;;
m0073944;27599;61077;;
66825897/AR;30285;67018;;
13859265;39888;87390;;
M0813914;29146;64544;;
M0090526;40713;88894;;
M03836004;41935;91613;;
1163897/23;3487;6715;;
66825893;30283;67014;;
M0090528;40713;88893;;
66825894/A;18938;75803;;
13859266;39889;87391;;
66825894/E;18938;62985;;
4703981;31766;70523;;
66825897/CU;30285;71381;;
11638038;3393;6376;;
M0073994;8340;16597;;
66825897/MA;30285;83992;;
4429056/XL;35197;94599;;
1093801;5879;10907;;
7857724;6652;12759;;
66825894/B;18938;41731;;
4703990;32654;72236;;
4727639;43921;96265;;
4727640;43922;96266;;
M03836002;41933;91611;;
64338501/WH;39357;86234;;
1868907/42;31448;87347;;
1868907/38;31448;87346;;
1868907/64;31448;87343;;
M0291866/NFAY;21559;47401;;
1868907/52;31448;87345;;
M0291866/GO;21559;47400;;
9926511;31961;70915;;
9111454/060;15121;60578;;
M0101306/18;9221;20183;;
M0291866/VA;21559;47392;;
PR/84810;31448;87356;;
M0291866/VT;21559;47397;;
M0090744;40712;88889;;
PR/84811;31448;87357;;
66825897/NO;30285;74791;;
7361915/N08;3761;7849;;
1868907/56;31448;87355;;
M0291341/285;21946;48352;;
M0291866/CY;21559;64503;;
M0090525;10558;23401;;
M0101302/2;9216;20171;;
M0090527;40713;88892;;
66825897/OR;30285;75823;;
21810085;40714;88896;;
M0090742;40710;88887;;
M0090607;36747;88895;;
66825897/SB;30285;83993;;
M0090191;32711;81013;;
9111480/135;15111;91616;;
1001310/14;14535;30921;;
M03836005;41936;91614;;
M0383644;35226;77747;;
9926510;31960;70914;;
9926503;30263;66982;;
9111454/120;15121;34326;;
9111480/145;15111;91617;;
4727656;43939;96295;;
M0177627;41938;91618;;
4727641;43923;96267;;
M0291362/18;21951;48364;;
M0383904;41937;91615;;
9111493/80;15119;34315;;
M0072441;40722;88909;;
M0745291/300;36036;79502;;
M0291866/IW;21559;47390;;
1868907/44;31448;87344;;
1868907/68;31448;87341;;
7361972/040;3789;7944;;
1868908/70;31448;87365;;
1868908/38;31448;87366;;
1868908/50;31448;87364;;
13859267;39885;87387;;
11638051;3404;6391;;
7361906/2;3792;7958;;
7361946/N04;3762;68809;;
7361923/3;3794;7960;;
7361946/N08;3762;7844;;
7361921/3;3795;7962;;
4428941/46;30931;68507;;
7361920/3;3795;7964;;
1868908/54;31448;87361;;
7031946/02;40617;88641;;
7361954/02;3791;7955;;
11638148;3432;6471;;
7361202/06;3682;7268;;
7361944/N14;3768;7872;;
1161311/08;2426;2643;;
M0041901;29299;64890;;
7361905/40;3790;7951;;
6682501/H;18914;91621;;
6682501/G;18914;91622;;
6681359/10;34397;89785;;
6681359/12;34397;89786;;
1161903;3290;6266;;
7361922/3;3794;7961;;
7361920/5;3795;7965;;
4727657;43940;96296;;
4727652;43942;96301;;
4727663;43950;96309;;
1161339/04;43936;96290;;
1161339/06;43936;96289;;
M0666924;10951;24490;;
7361946/N07;3762;16644;;
1161118/50;2378;2498;;
1868907/40;31448;87342;;
1868908/64;31448;87370;;
1868908/48;31448;87359;;
1003680;14677;30879;;
4163615;17598;38372;;
1181782/WA;36224;91632;;
4428941/42;30931;68506;;
1613644/M;23861;52655;;
1613670/RO;23854;52637;;
1613613/XL;23863;52660;;
M0383652/BL;36309;80071;;
1613670/YP;23854;52638;;
M02918024/UT;29525;91627;;
M0071939/02;5858;10870;;
M0411901/3;18771;40743;;
5343602/B;23684;52070;;
1613613/PM;23863;52661;;
4428941/40;30931;68499;;
1613668/02;23866;52667;;
M0293084;38419;84351;;
4428941/44;30931;68505;;
M0383651;36308;80070;;
7393615;15635;35052;;
M0371901/G;25318;55730;;
1181712/027;8539;17531;;
M0371901/M;25318;55731;;
4428941/48;30931;68500;;
2043636;31943;70894;;
66825061/L;18896;91620;;
1180574;41942;91631;;
1613613/L;23863;52659;;
66825897/SO;30285;83994;;
1613649/01;23862;52658;;
M0811909/S;32353;71634;;
1613649/02;23862;52657;;
1161506;43927;96275;;
1611381/18;41943;91634;;
1611381/20;41943;91633;;
1611381/22;41943;91635;;
4727658;43934;96284;;
1801807/C38;11766;26146;;
M02918026/FA;41941;91630;;
1868907/48;31448;87354;;
4428941/50;30931;68501;;
1868907/50;31448;87349;;
4428944/40;35174;77518;;
4428944/44;35174;77519;;
1868907/54;31448;87352;;
1868908/44;31448;87368;;
4428944/48;35174;77523;;
PR/93815;11764;96310;;
1801807/477;11766;26150;;
1611594/30;41944;91640;;
1611594/10;41944;91636;;
1611594/40;41944;91639;;
1801807/527;11766;75436;;
M02918026/UT;41941;91629;;
1801807/C687;11766;96313;;
11638019/bl;3068;5768;;
11638205/WE;43938;96299;;
66825014;28368;62639;;
2443304/RO;34060;75136;;
4428944/42;35174;77522;;
1163319/16;3000;5486;;
1161410/070;2917;5131;;
1161901/M;2946;5246;;
1163354/spc;3034;60862;;
1163301/06;2962;5289;;
1161907/LB;2948;5253;;
1163338/37;3003;5526;;
4702118;16102;35519;;
1163339/13;3003;5534;;
1163340/41;3023;5626;;
4428944/46;35174;77520;;
11639045;31879;70768;;
4727660;43947;96306;;
4429051/M;39297;86055;;
M0591164/10;18788;40797;;
1161421/084;2932;5197;;
4704550;16210;35627;;
4701765/PS;17432;71173;;
1163845/N;3261;6188;;
4428944/50;35174;77521;;
4727659;43946;96305;;
66825181/G;18906;41596;;
4303310;5456;9607;;
1161424/084;2935;5209;;
11638205/CL;43938;96298;;
6682565/E;18901;41564;;
43033047/12;5531;9882;;
1163861/G;3270;6220;;
M0291866/NBT;21559;47404;;
M0041328/4;7737;15317;;
1611595/20;41945;91646;;
66825915/SO;29360;89717;;
66825916/AR;29361;65037;;
1611595/30;41945;91644;;
M02933821/CR;22081;48910;;
66825916/CH;29361;89724;;
1868908/40;31448;87371;;
1868908/68;31448;87372;;
M02933821/WO;22081;48912;;
1181756/OG;8522;17256;;
PR/84827;31448;87373;;
M0291866/AR;21559;61083;;
PR/84828;31448;87374;;
PR/84829;31448;87375;;
M0291330/35;21803;69980;;
PR/84830;31448;87376;;
M0291859/VA;21557;47381;;
PR/84831;31448;87377;;
M0173697;8183;16252;;
64338308;23183;50933;;
PR/84832;31448;87378;;
M0090210;40721;88911;;
66825897/SR;30285;83995;;
M0090211;40721;88910;;
1181881/D58;8591;17804;;
66825915/AR;29360;65033;;
1611595/10;41945;91645;;
M0041407/50;7731;15268;;
66825915/NO;29360;65032;;
M0041407/30;7731;15269;;
1611595/40;41945;91643;;
66825916/MA;29361;89780;;
1181732/104;8541;17566;;
M0291326/5;11390;25112;;
66825916/MO;29361;73234;;
1611595/50;41945;91642;;
1181902/2;8971;19348;;
4727654;43944;96303;;
1868908/42;31448;87358;;
1868908/72;31448;87360;;
1868908/66;31448;87363;;
66825916/MV;29361;73235;;
66825916/SB;29361;73236;;
1868908/46;31448;87362;;
1181375/06;38494;84485;;
1161303/4;2333;2585;;
M0747828;37735;82944;;
M0090128;40720;88907;;
66825916/SO;29361;73237;;
1161303/8;2333;2587;;
M0252158;26647;58947;;
M0090123;40717;88904;;
1161309/12;2330;2627;;
M0090126;40718;88905;;
1868908/52;31448;87367;;
1161313/12;2329;2657;;
66825916/STC;29361;82171;;
4622606/4;41819;91371;;
4622606/5;41819;91374;;
M0090520;36751;81022;;
4620406;41786;91319;;
M0090521;36751;81023;;
4622605;41818;91369;;
M0090125;40717;88902;;
1261309;9064;19566;;
4701326/06;36458;80423;;
M0090124;40717;88903;;
M0253620/20;25608;64551;;
1868908/56;31448;87369;;
1868908/58;31448;87379;;
M0253674;25929;57268;;
21810088;41947;91648;;
1161311/04;2426;2641;;
66825917/AR;29362;65042;;
1161314/04;2329;2648;;
1868908/60;31448;87380;;
M0252166;41946;91647;;
1161329/06;2428;2728;;
1801804/714;11764;87735;;
1161325/04;2323;2709;;
4429055/XXL;39381;86272;;
1161923;43941;96300;;
2457533;7700;15168;;
66825917/CH;29362;89721;;
1181326/159;8348;16607;;
2457536/N;7708;15306;;
9111313/615;10815;24256;;
1181341/SC;8441;16984;;
7413903;40726;88915;;
M0090122;40716;88900;;
M0090115;40715;88898;;
1181344/14;8445;17005;;
M0121762/15;3841;8321;;
M0090114;40715;88899;;
1181351/38;8458;17038;;
7361349/142;36144;79713;;
7361349/143;36144;79712;;
M0101308/006;9215;20164;;
M0121785/10;3841;8327;;
M0090608;40723;88912;;
1181614/BB;8502;17130;;
9111492/072;15183;34580;;
13859805;39672;86900;;
1271322/CHART PEARL;9117;19754;;
M0291328/1118;11393;25122;;
1271316/01;9118;19773;;
1271309/08;9118;60214;;
M0090332;40724;88913;;
9111492/208;15183;34585;;
66825917/MA;29362;89781;;
1271320/11;9124;19815;;
4727661;43948;96307;;
M0101308/102;9215;20166;;
66825917/MB;29362;73241;;
66825917/MO;29362;73238;;
66825917/MV;29362;73239;;
66825917/NO;29362;65041;;
66825917/SB;29362;89722;;
11639103;43931;96280;;
66825917/CU;29362;66088;;
4429055/L;39381;86270;;
9111313/415;10815;24248;;
4701310/26;12900;27946;;
1921411/NA;13188;29217;;
13859067;22140;48981;;
2401332/80;25281;77013;;
1921410/KA;13189;29225;;
4291404/02;11638;25565;;
1093816/8;5911;10966;;
1623316/25;13185;29210;;
13859273;39892;87394;;
2183618;29398;65124;;
M0371401/01;25317;55711;;
1271307/35;9121;19801;;
2457551;7722;15250;;
4291719;23916;52808;;
8731301/14;29545;65502;;
1921406/KA;13189;29221;;
M0371401/02;25317;55712;;
13859274;39893;87395;;
1001311/25;14535;30914;;
4291803/NM;31399;69649;;
1001311/21;14535;30913;;
1043648;15742;35159;;
66825917/SO;29362;73240;;
66825918/AR;29363;65046;;
1921406/NA;13188;29214;;
1921410/NA;13188;29216;;
66825918/CH;29363;89726;;
7271434/50;13087;28682;;
1091109/35;29651;65736;;
66825918/MB;29363;73245;;
66825918/MO;29363;73242;;
1043628;15730;35147;;
66825918/MV;29363;73243;;
1091302/02;5843;10839;;
1091303/06;5845;10848;;
66825918/NO;29363;65045;;
66825918/SB;29363;73244;;
66825918/SO;29363;89718;;
4429055/M;39381;86269;;
7271429/0B;13086;28673;;
4727653;43943;96302;;
4429055/XL;39381;86271;;
66825918/CU;29363;66085;;
4727655;43945;96304;;
9111318/6-15;15180;81886;;
2457591/O;7693;15136;;
4429055/XXXL;39381;86344;;
73613117/1-0;3689;7304;;
4233605;13194;29243;;
4233616;13202;29251;;
M0093608;40725;88914;;
13859501;28969;64082;;
7413904;40727;88916;;
4727645;43926;96274;;
M0171301/15;6361;12049;;
66825919/CU;29364;66086;;
2163817;41959;91679;;
2164312;41960;91680;;
2422201;13682;29731;;
13859271;39890;87392;;
7361346/05;3725;7591;;
M0041326/10;7749;15337;;
M0041326/25;7749;15334;;
7361346/03;3725;7592;;
4291802/NM;31399;69651;;
7361346/04;3725;7593;;
2457510;7695;15139;;
7361392/1.5;3727;7771;;
4291806/SG;31400;69655;;
2457598;7724;91650;;
2457597;7724;91649;;
2457512;7695;15141;;
2457577;7724;15256;;
66825892/A;18981;41833;;
4183374;25019;54794;;
66825918/STA;29363;82170;;
7361328/4-0;3717;7547;;
2457579;7724;15254;;
66825919/AR;29364;65050;;
66825919/MB;29364;73248;;
M01718025/GO;41405;91654;;
M01718022/UR;37795;91656;;
21810148;41950;91653;;
M01718022/HT;37795;91655;;
7361394/04;3748;7783;;
M0071304/2;5573;9980;;
M0171383/10;6364;12060;;
13859031;22105;48946;;
13859272;39891;87393;;
M0171384/01;6388;79632;;
M0071304/4;5573;9981;;
M0747444;39017;85477;;
7413623;26533;58738;;
66825919/MO;29364;73246;;
7361395/06;3749;7787;;
M0071304/6;5573;9982;;
M01718023/PE;37796;91659;;
66825919/MV;29364;73247;;
13859275;39894;87396;;
M0093603;10647;23490;;
7361394/10;3748;7782;;
M0171386/06;6390;12164;;
66825919/NO;29364;65049;;
M0171384/04;6388;12154;;
7361395/02;3749;7790;;
5465628;41954;91664;;
M0171383/06;6364;12058;;
66825919/SB;29364;75810;;
M0071303/4;5569;9977;;
M0071305/2;5577;9986;;
66825919/SO;29364;75820;;
6682591/A;19073;42122;;
7361394/06;3748;7781;;
M0091401/PM;10009;22147;;
M0071305/4;5577;9987;;
M0171385/10;6389;12161;;
M0071305/6;5577;9988;;
6682591/B;19073;42120;;
M0171385/04;6389;12158;;
M0171385/06;6389;12159;;
6682591/C;19073;42121;;
M0171386/04;6390;12163;;
7413965;39030;85492;;
4727642;43924;96269;;
M01718023/RT;37796;91658;;
M01718023/TRL;37796;91657;;
M0171386/10;6390;12166;;
73613124/14;3693;7338;;
13859256/500;39879;87321;;
13859256/350;39879;87322;;
13859256/400;39879;87323;;
1181355/01;9758;21558;;
5341308/40;37263;82055;;
66825920/FJ;30683;67924;;
13859257;39880;87324;;
73613131/08;3694;7354;;
13859258/1132;39881;87327;;
1181355/02;9758;21559;;
13859258/516;39881;87326;;
66825920/C;30683;67923;;
13859258/932;39881;87328;;
M0041302/30;7786;15419;;
1385925;22193;49034;;
66825920/L;30683;84004;;
1181330/4;9830;21727;;
5341308/30;37263;82054;;
66825921;37358;82242;;
M0041321/1;7793;15439;;
1181330/8;9830;21728;;
73613131/14;3694;7353;;
2401373/10;25267;55551;;
